ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDateTime,VmvCode,VariableCode,VariableName,MeasurementFlag,MeasurementValue,UnitCode,SampleDetectLimit,MeasurementComment,MeasurementQualifier,MeasurementQualifierDescription,MeasurementQualifierComment,MethodCode,MethodDetectionLimit,LabCode
ABS034,99SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,09/24/1999 08:50:00,10401,749,RESIDUE NONFILTERABLE,L,1,mg/L,1,,,,,396,10,23
ABS034,99SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,09/24/1999 08:50:00,10451,745,RESIDUE FILTERABLE, ,200,mg/L,1,,,,,404,10,23
ABS034,99SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,10/29/1999 09:40:00,10401,749,RESIDUE NONFILTERABLE, ,5,mg/L,1,,,,,396,10,23
ABS034,99SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,10/29/1999 09:40:00,10451,745,RESIDUE FILTERABLE, ,256,mg/L,1,,,,,404,10,23
ABS034,99SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Some slush ice.,11/26/1999 11:25:00,10401,749,RESIDUE NONFILTERABLE, ,6,mg/L,1,,,,,396,10,23
ABS034,99SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Some slush ice.,11/26/1999 11:25:00,10451,745,RESIDUE FILTERABLE, ,252,mg/L,1,,,,,404,10,23
ABS034,99SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/29/1999 13:20:00,10401,749,RESIDUE NONFILTERABLE, ,5,mg/L,0.4,,,,,396,10,23
ABS034,99SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/29/1999 13:20:00,10451,745,RESIDUE FILTERABLE, ,276,mg/L,1,,,,,404,10,23
ABS034,00SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,01/31/2000 12:55:00,10401,749,RESIDUE NONFILTERABLE, ,14.4,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,01/31/2000 12:55:00,10451,745,RESIDUE FILTERABLE, ,236,mg/L,1,,,,,404,10,23
ABS034,00SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,EPP/VPP samples taken as well.,02/29/2000 12:40:00,10401,749,RESIDUE NONFILTERABLE, ,2.9,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,EPP/VPP samples taken as well.,02/29/2000 12:40:00,10451,745,RESIDUE FILTERABLE, ,214,mg/L,1,,,,,404,10,23
ABS034,00SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,03/27/2000 12:05:00,10401,749,RESIDUE NONFILTERABLE, ,8.3,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,03/27/2000 12:05:00,10451,745,RESIDUE FILTERABLE, ,224,mg/L,1,,,,,404,10,23
ABS034,00SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Quarterly sample wth epi's.,04/20/2000 12:00:00,10401,749,RESIDUE NONFILTERABLE, ,3.5,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Quarterly sample wth epi's.,04/20/2000 12:00:00,10451,745,RESIDUE FILTERABLE, ,268,mg/L,1,,,,,404,10,23
ABS034,00SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,05/31/2000 10:35:00,10401,749,RESIDUE NONFILTERABLE, ,6,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,05/31/2000 10:35:00,10451,745,RESIDUE FILTERABLE, ,226,mg/L,1,,,,,404,10,23
ABS034,00SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,06/27/2000 11:10:00,10401,749,RESIDUE NONFILTERABLE, ,6.4,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,06/27/2000 11:10:00,10451,745,RESIDUE FILTERABLE, ,154,mg/L,1,,,,,404,10,23
ABS034,00SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,07/31/2000 12:20:00,10401,749,RESIDUE NONFILTERABLE, ,1.4,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,07/31/2000 12:20:00,10451,745,RESIDUE FILTERABLE, ,158,mg/L,1,,,,,404,10,23
ABS034,00SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,08/24/2000 13:45:00,10401,749,RESIDUE NONFILTERABLE, ,6,mg/L,1,,,,,396,10,23
ABS034,00SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,08/24/2000 13:45:00,10451,745,RESIDUE FILTERABLE, ,168,mg/L,1,,,,,404,10,23
ABS034,00SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,09/28/2000 11:15:00,10401,749,RESIDUE NONFILTERABLE, ,3,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,09/28/2000 11:15:00,10451,745,RESIDUE FILTERABLE, ,236,mg/L,1,,,,,404,10,23
ABS034,00SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,10/19/2000 10:45:00,10401,749,RESIDUE NONFILTERABLE, ,3.2,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,10/19/2000 10:45:00,10451,745,RESIDUE FILTERABLE, ,244,mg/L,1,,,,,404,10,23
ABS034,00SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,No bacti results for this sample trip.,11/28/2000 14:25:00,10401,749,RESIDUE NONFILTERABLE, ,1.2,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,No bacti results for this sample trip.,11/28/2000 14:25:00,10451,745,RESIDUE FILTERABLE, ,272,mg/L,1,,,,,404,10,23
ABS034,00SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/21/2000 14:00:00,10401,749,RESIDUE NONFILTERABLE, ,1.6,mg/L,0.4,,,,,396,10,23
ABS034,00SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/21/2000 14:00:00,10451,745,RESIDUE FILTERABLE, ,240,mg/L,1,,,,,404,10,23
ABS034,01SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,01/23/2001 13:35:00,10401,749,RESIDUE NONFILTERABLE, ,3.8,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,01/23/2001 13:35:00,10451,745,RESIDUE FILTERABLE, ,242,mg/L,1,,,,,404,10,23
ABS034,01SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,02/21/2001 12:45:00,10401,749,RESIDUE NONFILTERABLE, ,8.2,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,02/21/2001 12:45:00,10451,745,RESIDUE FILTERABLE, ,230,mg/L,1,,,,,404,10,23
ABS034,01SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Heavy snow previous day.,03/21/2001 11:40:00,10401,749,RESIDUE NONFILTERABLE, ,10.6,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Heavy snow previous day.,03/21/2001 11:40:00,10451,745,RESIDUE FILTERABLE, ,222,mg/L,1,,,,,404,10,23
ABS034,01SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,04/26/2001 12:15:00,10401,749,RESIDUE NONFILTERABLE, ,17.3,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,04/26/2001 12:15:00,10451,745,RESIDUE FILTERABLE, ,202,mg/L,1,,,,,404,10,23
ABS034,01SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Pesticide results included.,05/30/2001 12:10:00,10401,749,RESIDUE NONFILTERABLE, ,39.8,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Pesticide results included.,05/30/2001 12:10:00,10451,745,RESIDUE FILTERABLE, ,154,mg/L,1,,,,,404,10,23
ABS034,01SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticide results.,06/27/2001 11:30:00,10401,749,RESIDUE NONFILTERABLE, ,10.4,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticide results.,06/27/2001 11:30:00,10451,745,RESIDUE FILTERABLE, ,166,mg/L,1,,,,,404,10,23
ABS034,01SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,07/25/2001 13:05:00,10401,749,RESIDUE NONFILTERABLE, ,3.8,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,07/25/2001 13:05:00,10451,745,RESIDUE FILTERABLE, ,178,mg/L,1,,,,,404,10,23
ABS034,01SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,08/28/2001 12:15:00,10401,749,RESIDUE NONFILTERABLE, ,2.4,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,08/28/2001 12:15:00,10451,745,RESIDUE FILTERABLE, ,178,mg/L,1,,,,,404,10,23
ABS034,01SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,09/26/2001 15:30:00,10401,749,RESIDUE NONFILTERABLE, ,0.5,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,09/26/2001 15:30:00,10451,745,RESIDUE FILTERABLE, ,292,mg/L,1,,,,,404,10,23
ABS034,01SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,10/26/2001 10:20:00,10401,749,RESIDUE NONFILTERABLE, ,2,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,10/26/2001 10:20:00,10451,745,RESIDUE FILTERABLE, ,268,mg/L,1,,,,,404,10,23
ABS034,01SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,11/27/2001 15:10:00,10401,749,RESIDUE NONFILTERABLE, ,3.2,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,11/27/2001 15:10:00,10451,745,RESIDUE FILTERABLE, ,236,mg/L,1,,,,,404,10,23
ABS034,01SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/18/2001 13:10:00,10401,749,RESIDUE NONFILTERABLE, ,2.8,mg/L,0.4,,,,,396,10,23
ABS034,01SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/18/2001 13:10:00,10451,745,RESIDUE FILTERABLE, ,256,mg/L,1,,,,,404,10,23
ABS034,02SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,01/23/2002 11:15:00,10401,749,RESIDUE NONFILTERABLE, ,4.8,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,01/23/2002 11:15:00,10451,745,RESIDUE FILTERABLE, ,268,mg/L,1,,,,,404,10,23
ABS034,02SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes EPP/VPP samples.,02/27/2002 12:30:00,10401,749,RESIDUE NONFILTERABLE, ,8.6,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes EPP/VPP samples.,02/27/2002 12:30:00,10451,745,RESIDUE FILTERABLE, ,286,mg/L,1,,,,,404,10,23
ABS034,02SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,03/19/2002 12:30:00,10401,749,RESIDUE NONFILTERABLE, ,3.3,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,03/19/2002 12:30:00,10451,745,RESIDUE FILTERABLE, ,230,mg/L,1,,,,,404,10,23
ABS034,02SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,04/25/2002 07:50:00,10401,749,RESIDUE NONFILTERABLE, ,3.4,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,04/25/2002 07:50:00,10451,745,RESIDUE FILTERABLE, ,220,mg/L,1,,,,,404,10,23
ABS034,02SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticide results.,05/30/2002 15:20:00,10401,749,RESIDUE NONFILTERABLE, ,478,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticide results.,05/30/2002 15:20:00,10451,745,RESIDUE FILTERABLE, ,172,mg/L,1,,,,,404,10,23
ABS034,02SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,06/26/2002 09:20:00,10401,749,RESIDUE NONFILTERABLE, ,146,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,06/26/2002 09:20:00,10451,745,RESIDUE FILTERABLE, ,150,mg/L,1,,,,,404,10,23
ABS034,02SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides and Low level Hg.,07/22/2002 09:40:00,10401,749,RESIDUE NONFILTERABLE, ,126,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides and Low level Hg.,07/22/2002 09:40:00,10451,745,RESIDUE FILTERABLE, ,149,mg/L,1,,,,,404,10,23
ABS034,02SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides.,08/30/2002 10:50:00,10401,749,RESIDUE NONFILTERABLE, ,3.5,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides.,08/30/2002 10:50:00,10451,745,RESIDUE FILTERABLE, ,180,mg/L,1,,,,,404,10,23
ABS034,02SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Rain previous day.,10/01/2002 14:00:00,10401,749,RESIDUE NONFILTERABLE, ,0.6,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Rain previous day.,10/01/2002 14:00:00,10451,745,RESIDUE FILTERABLE, ,216,mg/L,1,,,,,404,10,23
ABS034,02SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes epp/vpp & low level Hg.,10/22/2002 10:20:00,10401,749,RESIDUE NONFILTERABLE,L,0.4,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes epp/vpp & low level Hg.,10/22/2002 10:20:00,10451,745,RESIDUE FILTERABLE, ,198,mg/L,1,,,,,404,10,23
ABS034,02SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,11/23/2002 10:30:00,10401,749,RESIDUE NONFILTERABLE, ,1.8,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10248,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,11/23/2002 10:30:00,10451,745,RESIDUE FILTERABLE, ,234,mg/L,1,,,,,404,10,23
ABS034,02SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/18/2002 12:00:00,10401,749,RESIDUE NONFILTERABLE, ,8.8,mg/L,0.4,,,,,396,10,23
ABS034,02SWC10255,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,12/18/2002 12:00:00,10451,745,RESIDUE FILTERABLE, ,250,mg/L,1,,,,,404,10,23
ABS034,03SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Isotope sample taken for UofC.  Low level Hg take as well.,01/27/2003 10:50:00,10401,749,RESIDUE NONFILTERABLE, ,8.4,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10002,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Isotope sample taken for UofC.  Low level Hg take as well.,01/27/2003 10:50:00,10451,745,RESIDUE FILTERABLE, ,252,mg/L,1,,,,,404,10,23
ABS034,03SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,No Bacti sample collected. EPP/VPP samples taken as well.,02/27/2003 11:00:00,10401,749,RESIDUE NONFILTERABLE,,13.6,mg/L,,,,,,396,10,23
ABS034,03SWC10011,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,No Bacti sample collected. EPP/VPP samples taken as well.,02/27/2003 11:00:00,10451,745,RESIDUE FILTERABLE,,216,mg/L,,,,,,404,10,23
ABS034,03SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,No sonde readings due to ice conditions. Used sample pole to retrieve water samples.,03/12/2003 16:30:00,10401,749,RESIDUE NONFILTERABLE, ,2,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10018,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,No sonde readings due to ice conditions. Used sample pole to retrieve water samples.,03/12/2003 16:30:00,10451,745,RESIDUE FILTERABLE, ,252,mg/L,1,,,,,404,10,23
ABS034,03SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,04/29/2003 00:00:00,10401,749,RESIDUE NONFILTERABLE, ,34.4,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10025,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,04/29/2003 00:00:00,10451,745,RESIDUE FILTERABLE, ,242,mg/L,1,,,,,404,10,23
ABS034,03SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,05/22/2003 11:45:00,10401,749,RESIDUE NONFILTERABLE, ,9.8,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10045,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,,05/22/2003 11:45:00,10451,745,RESIDUE FILTERABLE, ,228,mg/L,1,,,,,404,10,23
ABS034,03SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides.,06/27/2003 11:10:00,10401,749,RESIDUE NONFILTERABLE, ,7.2,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10082,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides.,06/27/2003 11:10:00,10451,745,RESIDUE FILTERABLE, ,184,mg/L,1,,,,,404,10,23
ABS034,03SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Ultra trace Hg and full metal scan done through ARC.,07/16/2003 09:50:00,10401,749,RESIDUE NONFILTERABLE, ,6,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10118,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Ultra trace Hg and full metal scan done through ARC.,07/16/2003 09:50:00,10451,745,RESIDUE FILTERABLE, ,166,mg/L,1,,,,,404,10,23
ABS034,03SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides.,08/26/2003 11:00:00,10401,749,RESIDUE NONFILTERABLE, ,0.8,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10153,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes pesticides.,08/26/2003 11:00:00,10451,745,RESIDUE FILTERABLE, ,190,mg/L,1,,,,,404,10,23
ABS034,03SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes EPP/VPP.,09/25/2003 10:20:00,10401,749,RESIDUE NONFILTERABLE, ,0.8,mg/L,0.4,,,,,396,10,23
ABS034,03SWC10189,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Includes EPP/VPP.,09/25/2003 10:20:00,10451,745,RESIDUE FILTERABLE, ,202,mg/L,1,,,,,404,10,23
ABS034,03SWC10224,SAS,BOW,05BM,0,AB05BM0010,"BOW RIVER, BELOW CARSELAND DAM",50.82575,-113.44211,0,1,16,N,Low level Hg to ARC,10/30/2003 13:50:00,10451,745,RESIDUE FILTERABLE, ,224,mg/L,1,,,,,404,10,23
